packet_id,benchmark,criterion,provider,label,evidence_refs,evidence_note,confidence
B020,Spider,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":211,""line_end"":230}]",No tie-breaking or aggregation rules across multiple gold/predicted SQL variants are specified in the shown README or scripts.,medium
B020,Spider,Grading rules & tie-breaking,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":213,""line_end"":221}]",Tie-breaking rules and exact decomposition or comparison logic details are not provided in the inspected codebase context.,medium
B020,Spider,Predictions->aggregate-score mapping,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":55,""line_end"":59},{""source_id"":""E002"",""line_start"":243,""line_end"":247},{""source_id"":""E004"",""line_start"":327,""line_end"":365},{""source_id"":""E003"",""line_start"":71,""line_end"":83}]","Baseline evaluators clearly average sentence BLEU/ROUGE and accuracies over dataset.count, showing per-example-to-aggregate mapping. However, for Spider’s main SQL metrics (component/exact/execution), the aggregation from per-query outcomes to final scores is only implied, not explicitly defined.",high
B020,Spider,Predictions->aggregate-score mapping,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":243,""line_end"":263}]","Baseline evaluation scripts show per-example accuracy/BLEU averaged over dataset.count, illustrating aggregate mapping, but this is baseline-specific not the official Spider eval aggregate mapping.",low
B020,Spider,Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":213,""line_end"":221}]",The overall aggregation pipeline mapping predictions to finalized evaluation reports is not included in the provided code files.,medium
B020,Spider,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":211,""line_end"":229},{""source_id"":""E002"",""line_start"":68,""line_end"":83}]","README provides the evaluation command and input format but no concrete example of prediction files or full evaluation run. Baseline evaluation code writes analysis files, yet no sample outputs or prediction examples are included in the packet.",high
B020,Spider,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":1,""line_end"":35}]",No sample predictions or trajectories included in the packet; only dataset schema and evaluation code snippets are shown.,medium
B020,Spider,Sample predictions / trajectories,gemini,not-applicable,"[{""source_id"":""E001"",""line_start"":211,""line_end"":212}]",This benchmark evaluates static database queries (Text-to-SQL) rather than interactive or sequential agentic trajectories.,high
B021,Spider 2.0,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E003"",""line_start"":22,""line_end"":41},{""source_id"":""E003"",""line_start"":48,""line_end"":56},{""source_id"":""E003"",""line_start"":75,""line_end"":83},{""source_id"":""E002"",""line_start"":163,""line_end"":180}]","Code implies schemas: gold_dir must contain spider2_eval.jsonl and per-instance gold files; result_dir must contain results_metadata.jsonl, per-instance outputs, and fields like instance_id, answer_type, answer_or_path, evaluation. Exact JSON field schemas and allowed values are inferred but not fully documented.",high
B021,Spider 2.0,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E003"",""line_start"":22,""line_end"":40},{""source_id"":""E001"",""line_start"":96,""line_end"":104}]","jsonl input format and gold dirs referenced with instance_id keys, but full schema fields not fully specified in packet.",medium
B021,Spider 2.0,Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E003"",""line_start"":21,""line_end"":42}]","Inputs/outputs are read from 'spider2_eval.jsonl' and 'results_metadata.jsonl'. We see structure like entry['instance_id'], entry['answer_type'], entry['answer_or_path'], entry['evaluation'] (holding parameters and func names like string_match, number_match, table_match, duckdb_match). Detailed field-level structural schemas or types are omitted.",high
B021,Spider 2.0,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":11,""line_end"":42},{""source_id"":""E002"",""line_start"":46,""line_end"":103},{""source_id"":""E002"",""line_start"":109,""line_end"":160},{""source_id"":""E002"",""line_start"":163,""line_end"":180},{""source_id"":""E002"",""line_start"":184,""line_end"":243},{""source_id"":""E002"",""line_start"":246,""line_end"":282},{""source_id"":""E003"",""line_start"":48,""line_end"":73},{""source_id"":""E003"",""line_start"":75,""line_end"":103}]","Metric is per-example binary correctness using string_match, number_match, table_match, duckdb_match, and tables_match, each precisely implemented (e.g., tolerance, ordering, numeric precision). For multiple evaluation configs, the max of sub-scores is used.",high
B021,Spider 2.0,Metric definition,anthropic,partially-documented,"[{""source_id"":""E003"",""line_start"":57,""line_end"":123}]",Binary per-instance score (0/1) aggregated to accuracy percentage; exact aggregation rules shown but not formally defined as a named metric.,medium
B021,Spider 2.0,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":118,""line_end"":124}]","The evaluation calculates a simple success accuracy metric (score / len(output_list)) where score is 1 if an instance successfully passes the designated match function, else 0.",high
B021,Spider 2.0,Evaluator implementation available,openai,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":1,""line_end"":8},{""source_id"":""E003"",""line_start"":22,""line_end"":41},{""source_id"":""E003"",""line_start"":129,""line_end"":138},{""source_id"":""E002"",""line_start"":81,""line_end"":103},{""source_id"":""E002"",""line_start"":163,""line_end"":180},{""source_id"":""E002"",""line_start"":184,""line_end"":243},{""source_id"":""E002"",""line_start"":246,""line_end"":282}]","The full evaluator logic is implemented in evaluate.py plus eval_utils.py, including I/O, matching functions, and the CLI. No missing code segments are referenced for core evaluation behavior.",high
B021,Spider 2.0,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":244},{""source_id"":""E003"",""line_start"":1,""line_end"":140}]","Full evaluator code (eval_utils.py, evaluate.py) present implementing string_match, number_match, table_match, duckdb_match, tables_match.",high
B021,Spider 2.0,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":11,""line_end"":315},{""source_id"":""E003"",""line_start"":48,""line_end"":125}]","The full evaluator execution code is available across eval_utils.py and evaluate.py. It contains matching and parsing behaviors for string matching, number matching, table matching, and DuckDB databases.",high
B021,Spider 2.0,Grading rules & tie-breaking,openai,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":48,""line_end"":73},{""source_id"":""E002"",""line_start"":152,""line_end"":160},{""source_id"":""E002"",""line_start"":246,""line_end"":282}]","For answer_type=='answer', multiple evaluation rules produce temp_scores and the maximum is taken; for table/duckdb/files comparisons, all required table comparisons must pass or the score is 0. These rules are explicit in the code.",high
B021,Spider 2.0,Grading rules & tie-breaking,anthropic,partially-documented,"[{""source_id"":""E003"",""line_start"":56,""line_end"":107}]","Grading logic (max over eval_metadatas, per answer_type branching) shown in code, but no explicit tie-breaking documentation beyond code behavior.",medium
B021,Spider 2.0,Grading rules & tie-breaking,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":60,""line_end"":72}]","Grading rules utilize exact/fuzzy match utilities (string, number, pandas table, duckdb) and take the maximum score if multiple evaluation parameters/variants are provided (score = max(temp_scores)). No tie-breaking is required.",high
B021,Spider 2.0,Predictions->aggregate-score mapping,openai,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":118,""line_end"":123}]","After computing per-example binary scores, the script sums scores==1 and divides by the number of examples, printing score / len(output_list), i.e., micro-averaged accuracy. This mapping is explicit and directly executable.",high
B021,Spider 2.0,Predictions->aggregate-score mapping,anthropic,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":110,""line_end"":123}]","Code sums per-instance scores and divides by total count to produce aggregate accuracy, printed directly.",high
B021,Spider 2.0,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":118,""line_end"":123}]",Each instance is matched to produce a score of 1 or 0. The aggregate accuracy score is calculated as the sum of correct predictions divided by the total number of evaluation instances.,high
B021,Spider 2.0,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E003"",""line_start"":22,""line_end"":33},{""source_id"":""E002"",""line_start"":163,""line_end"":180}]","Code refers to result_dir structure (results_metadata.jsonl, per-instance files) but the packet contains no concrete example prediction files, result JSONL samples, or trajectories to illustrate expected content.",high
B021,Spider 2.0,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":96,""line_end"":104}]",No sample prediction files or trajectories shown in packet; only gold SQL and question files referenced.,medium
B021,Spider 2.0,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":96,""line_end"":104}]","Although the README mentions the release of partial examples, gold SQL, and a dataset update log, actual model predictions or execution trajectories are not provided in the inspected packet.",medium
B022,Spider2-V,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":70,""line_end"":85},{""source_id"":""E001"",""line_start"":101,""line_end"":109},{""source_id"":""E003"",""line_start"":34,""line_end"":41},{""source_id"":""E004"",""line_start"":12,""line_end"":21}]","README shows tasks stored as JSON files and refers to a separate Task Format doc not included here. Getter functions document expected config dict fields. However, a full formal schema for model inputs/outputs is not present in this packet.",medium
B022,Spider2-V,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":74,""line_end"":85},{""source_id"":""E001"",""line_start"":101,""line_end"":109}]","README shows example JSON task config and instruction format, references task format doc, but full schema not included in packet.",medium
B022,Spider2-V,Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E001"",""line_start"":70,""line_end"":81}]","A sample JSON configuration structure is shown and loaded into the environment, but the exact schema definitions or specifications for evaluation inputs/outputs are not completely detailed in the provided files.",medium
B022,Spider2-V,Metric definition,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":80,""line_end"":85},{""source_id"":""E001"",""line_start"":90,""line_end"":100}]","README shows an `env.evaluate()` call producing a numeric score and reports ""success rates"" for models, but does not define what constitutes success or the exact metric formula or thresholds.",medium
B022,Spider2-V,Metric definition,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":84,""line_end"":85}]",env.evaluate() returns a score but no metric formula/definition shown; only usage example given.,medium
B022,Spider2-V,Metric definition,gemini,partially-documented,"[{""source_id"":""E001"",""line_start"":84,""line_end"":85}]","The evaluation returns a numerical score (0 to 1 range implied), but the precise mathematical mapping or metrics details are not fully specified in the packet.",medium
B022,Spider2-V,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":5},{""source_id"":""E003"",""line_start"":34,""line_end"":84},{""source_id"":""E004"",""line_start"":12,""line_end"":43}]","Some evaluator helper functions (e.g., DBT info getters, VM/local/cloud file retrieval) are implemented, but the core evaluation/metric functions are missing or commented out; `desktop_env/evaluators/__init__.py` contains only commented code.",high
B022,Spider2-V,Evaluator implementation available,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":5},{""source_id"":""E003"",""line_start"":1,""line_end"":184},{""source_id"":""E004"",""line_start"":1,""line_end"":168}]","Evaluator __init__.py is empty/commented out, but getter modules (dbt.py, file.py) show partial evaluator infrastructure implementation; core comparison logic not shown.",medium
B022,Spider2-V,Evaluator implementation available,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":5},{""source_id"":""E003"",""line_start"":9,""line_end"":32}]","Individual state getters (like dbt profiles, files) are implemented in the code, but the main evaluator functions dictionary in desktop_env/evaluators/__init__.py is commented out.",high
B022,Spider2-V,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E001"",""line_start"":90,""line_end"":100},{""source_id"":""E002"",""line_start"":1,""line_end"":5},{""source_id"":""E003"",""line_start"":34,""line_end"":84},{""source_id"":""E004"",""line_start"":96,""line_end"":105}]","No description or code specifying pass/fail thresholds, partial credit schemes, or tie-breaking among systems is provided in the visible artifacts.",high
B022,Spider2-V,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":92,""line_end"":99}]","Success rate table shown but no grading rules, thresholds, or tie-breaking logic documented in packet.",medium
B022,Spider2-V,Grading rules & tie-breaking,gemini,not-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":5}]",There are no documented rules or tie-breaking policies for grading outputs in the provided packet.,high
B022,Spider2-V,Predictions->aggregate-score mapping,openai,not-documented,"[{""source_id"":""E001"",""line_start"":90,""line_end"":100},{""source_id"":""E001"",""line_start"":101,""line_end"":105}]","README reports overall and split-wise ""success rates"" but does not explain how per-task scores are aggregated into these rates or any weighting/normalization used.",high
B022,Spider2-V,Predictions->aggregate-score mapping,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":92,""line_end"":99}]",Aggregate success rate percentages reported per model/category but no code shown mapping individual predictions to these aggregates.,medium
B022,Spider2-V,Predictions->aggregate-score mapping,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":94,""line_end"":105}]","While aggregate table success rates are reported for baselines, the mapping function from multiple individual trial runs to a final aggregate score is not explicitly defined in the provided packet.",medium
B022,Spider2-V,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":124,""line_end"":143}]","README states that running the agent will save trajectories (screenshots, actions, videos) to `./results`, but no concrete example prediction files or logs are included in this packet for inspection.",high
B022,Spider2-V,Sample predictions / trajectories,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":143,""line_end"":143}]","README states results directory includes screenshots, a11y trees, actions, and videos, but no actual sample trajectory files are present in the packet.",medium
B022,Spider2-V,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":140,""line_end"":143}]","The README mentions that results and trajectories are saved to './results', but actual sample predictions or trajectory files are not included in the packet.",high
B023,SpreadsheetBench,Input/expected-output schema,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":45,""line_end"":55},{""source_id"":""E002"",""line_start"":205,""line_end"":215},{""source_id"":""E004"",""line_start"":200,""line_end"":213}]","README defines dataset.json fields (id, instruction, spreadsheet_path, instruction_type, answer_position) and spreadsheet naming. evaluation.py loads ../data/{dataset}/dataset.json and expects spreadsheets under spreadsheet/{id}/{No.}_{id}_answer.xlsx and _input.xlsx. parity_test uses same pattern.",high
B023,SpreadsheetBench,Input/expected-output schema,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":47,""line_end"":55}]","README documents JSONL fields (id, instruction, spreadsheet_path, instruction_type, answer_position) and file naming conventions for input/answer xlsx test cases.",high
B023,SpreadsheetBench,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":47,""line_end"":55}]",The JSONL dataset metadata schema attributes and input/answer Excel spreadsheet formats are documented.,high
B023,SpreadsheetBench,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":18,""line_end"":47},{""source_id"":""E002"",""line_start"":213,""line_end"":229},{""source_id"":""E004"",""line_start"":52,""line_end"":61},{""source_id"":""E004"",""line_start"":200,""line_end"":221}]",Cell metric is equality after transform_value with rounding and datetime handling plus empty/None equivalence. Per-test-case result is True/False. Per-task: soft_restriction is fraction of passed test cases; hard_restriction is 1 if all three pass else 0. parity_test defines identical soft/hard.,high
B023,SpreadsheetBench,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":220,""line_end"":229}]",Soft and hard restriction metrics defined explicitly in evaluation.py based on test_case_results across 3 test cases per instruction.,high
B023,SpreadsheetBench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":221,""line_end"":228}]",The soft restriction and hard restriction metrics over 3 OJ-style test cases per question are explicitly defined and implemented.,high
B023,SpreadsheetBench,Evaluator implementation available,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":67,""line_end"":71},{""source_id"":""E001"",""line_start"":131,""line_end"":149},{""source_id"":""E002"",""line_start"":55,""line_end"":88},{""source_id"":""E002"",""line_start"":155,""line_end"":189},{""source_id"":""E002"",""line_start"":191,""line_end"":233},{""source_id"":""E003"",""line_start"":31,""line_end"":47},{""source_id"":""E003"",""line_start"":131,""line_end"":162}]","README describes evaluation entrypoint and scripts. evaluation.py fully implements comparison of workbooks, cell ranges, and aggregation into JSON. open_spreadsheet.py implements cross-platform formula recalculation to enable reliable evaluation.",high
B023,SpreadsheetBench,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":239},{""source_id"":""E003"",""line_start"":1,""line_end"":216}]","Full evaluation.py and open_spreadsheet.py scripts provided, implementing cell comparison, recalculation, and scoring end-to-end.",high
B023,SpreadsheetBench,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":123,""line_end"":189}]","The full cell-level comparison logic, workbook parsing via openpyxl, and evaluation loops are implemented in evaluation.py.",high
B023,SpreadsheetBench,Grading rules & tie-breaking,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":18,""line_end"":47},{""source_id"":""E002"",""line_start"":123,""line_end"":151},{""source_id"":""E002"",""line_start"":169,""line_end"":188},{""source_id"":""E002"",""line_start"":213,""line_end"":229},{""source_id"":""E004"",""line_start"":116,""line_end"":138},{""source_id"":""E004"",""line_start"":260,""line_end"":269}]","Rules: all cells in specified ranges must match; types must match after transform_value; empty string and None are treated equal. For multiple ranges, all must pass (all(result_list)). Exceptions during comparison count as failure. Per-task soft/hard computed; parity_test shows dataset-level summation without special tie-breaking.",high
B023,SpreadsheetBench,Grading rules & tie-breaking,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":18,""line_end"":47},{""source_id"":""E002"",""line_start"":123,""line_end"":152}]","Value comparison and transformation rules (rounding, type coercion, empty/None equivalence) are shown, but no explicit tie-breaking rules for aggregate ranking across models are documented.",medium
B023,SpreadsheetBench,Grading rules & tie-breaking,gemini,not-applicable,"[{""source_id"":""E002"",""line_start"":210,""line_end"":229}]",There are no tie-breaking or complex model ranking rules required; grading is an exact or tolerance-based binary cell comparison.,high
B023,SpreadsheetBench,Predictions->aggregate-score mapping,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":128,""line_end"":130},{""source_id"":""E002"",""line_start"":213,""line_end"":233},{""source_id"":""E004"",""line_start"":200,""line_end"":221},{""source_id"":""E004"",""line_start"":265,""line_end"":269}]",README states model outputs saved under data/.../outputs. evaluation.py (commented proc_path) shows expected naming for output spreadsheets; currently it compares *_input.xlsx for demonstration. Per-task metrics are written to eval_*.json. parity_test shows aggregating soft/hard over all tasks via sums divided by task count.,high
B023,SpreadsheetBench,Predictions->aggregate-score mapping,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":204,""line_end"":232}]",evaluation() function maps per-instance predictions to soft/hard restriction scores and writes aggregate JSON output per model/setting.,high
B023,SpreadsheetBench,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":220,""line_end"":229}]",The code details how individual test case results map to soft_restriction (fraction of correct test cases) and hard_restriction (strict logical AND).,high
B023,SpreadsheetBench,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":75,""line_end"":83},{""source_id"":""E001"",""line_start"":101,""line_end"":129}]","README describes how to run inference and where outputs are stored but does not include any concrete example prediction files, code solutions, or trajectory transcripts within the packet.",high
B023,SpreadsheetBench,Sample predictions / trajectories,anthropic,claimed-but-not-verifiable,"[{""source_id"":""E001"",""line_start"":127,""line_end"":129}]","README states inference outputs are saved to inference/output and data/sample_data_200/outputs folders, but no actual sample prediction files are shown in the packet.",medium
B023,SpreadsheetBench,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":128,""line_end"":129}]","Although outputs are stated to be saved in an outputs folder, no actual model predictions, generated trajectories, or sample JSON output logs are provided in the packet.",medium
B024,TabFact,Input/expected-output schema,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":34,""line_end"":38},{""source_id"":""E001"",""line_start"":103,""line_end"":143},{""source_id"":""E001"",""line_start"":153,""line_end"":173},{""source_id"":""E003"",""line_start"":111,""line_end"":145}]","README specifies CodaLab submission format {test_id: label} with 0/1 labels and details of tokenized/preprocessed JSON formats. QqpProcessor in run_BERT.py specifies TSV columns (ids, column_types, text_a, text_b, label) for train/dev/test examples.",high
B024,TabFact,Input/expected-output schema,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":104,""line_end"":120}]","README describes raw data format, table/statement/label structure, and CodaLab submission format (test_id:label).",high
B024,TabFact,Input/expected-output schema,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":104,""line_end"":119},{""source_id"":""E001"",""line_start"":128,""line_end"":143},{""source_id"":""E001"",""line_start"":158,""line_end"":174},{""source_id"":""E001"",""line_start"":35,""line_end"":38}]","The README documents the input schema for raw, entity-linked, and LPA preprocessed JSON files, and details the expected CodaLab submission schema containing {test_id: label}.",high
B024,TabFact,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":88,""line_end"":99},{""source_id"":""E003"",""line_start"":292,""line_end"":299},{""source_id"":""E003"",""line_start"":302,""line_end"":309},{""source_id"":""E003"",""line_start"":312,""line_end"":317}]","run_BERT.py defines simple_accuracy as mean of (preds == labels), acc_and_f1 combining accuracy and sklearn f1_score, and pearson_and_spearman using scipy; compute_metrics for task 'qqp' returns acc_and_f1.",high
B024,TabFact,Metric definition,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":37},{""source_id"":""E003"",""line_start"":288,""line_end"":299}]",README implies binary accuracy (label=1/0); code has simple_accuracy/acc_and_f1 functions but task-specific metric usage for TabFact not explicitly tied to reported results table.,medium
B024,TabFact,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":288,""line_end"":300}]","The code defines metrics including simple accuracy (preds == labels).mean(), F1-score, and their average.",high
B024,TabFact,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E003"",""line_start"":48,""line_end"":78},{""source_id"":""E003"",""line_start"":111,""line_end"":145},{""source_id"":""E003"",""line_start"":148,""line_end"":268},{""source_id"":""E003"",""line_start"":288,""line_end"":317},{""source_id"":""E003"",""line_start"":320,""line_end"":320}]","Core evaluation utilities (data processing, feature conversion, metric functions) are implemented in run_BERT.py. However, main() is truncated, so the full end-to-end evaluation script (loading predictions, invoking metrics, reporting results) cannot be fully reconstructed from the visible snippet.",medium
B024,TabFact,Evaluator implementation available,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":68,""line_end"":95},{""source_id"":""E003"",""line_start"":312,""line_end"":318}]","Training/eval scripts (model.py, run_BERT.py) are referenced with commands, but compute_metrics only handles 'qqp' task, not clearly TabFact-specific evaluation logic.",medium
B024,TabFact,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":288,""line_end"":290}]",The python function simple_accuracy computes accuracy on the numpy predictions and labels directly.,high
B024,TabFact,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E001"",""line_start"":198,""line_end"":214},{""source_id"":""E003"",""line_start"":288,""line_end"":317}]","README lists benchmark scores but does not state how official rankings are decided, how multiple runs/checkpoints are handled, or how ties are broken. Code defines metrics but no policy for ranking systems or resolving equal scores is described.",high
B024,TabFact,Grading rules & tie-breaking,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":34,""line_end"":38}]",No mention of tie-breaking or grading rules beyond binary label matching; CodaLab challenge details not shown.,medium
B024,TabFact,Grading rules & tie-breaking,gemini,not-applicable,"[{""source_id"":""E001"",""line_start"":35,""line_end"":38}]",This is a standard binary classification/fact verification task (labels 1 and 0); grading rules/tie-breaking do not apply.,high
B024,TabFact,Predictions->aggregate-score mapping,openai,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":88,""line_end"":99},{""source_id"":""E003"",""line_start"":292,""line_end"":299},{""source_id"":""E003"",""line_start"":312,""line_end"":317}]","simple_accuracy computes the aggregate score as the mean over elementwise equality between prediction and label arrays. compute_metrics for the 'qqp' task returns acc_and_f1, which aggregates accuracy and F1. The mapping from per-example predictions to these aggregate metrics is explicit.",high
B024,TabFact,Predictions->aggregate-score mapping,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":198,""line_end"":214}]","Results table reports aggregate accuracy numbers per split (Val/Test/etc.) implying accuracy aggregation, but exact aggregation code not shown in packet.",low
B024,TabFact,Predictions->aggregate-score mapping,gemini,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":288,""line_end"":290},{""source_id"":""E003"",""line_start"":312,""line_end"":317}]",Accuracy is computed directly from array predictions to a mean aggregate score.,high
B024,TabFact,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":34,""line_end"":48},{""source_id"":""E003"",""line_start"":237,""line_end"":245}]","README and run_BERT.py describe formats and logging of example inputs but do not provide any concrete example prediction files, trajectories, or end-to-end sample outputs demonstrating model predictions alongside scores.",high
B024,TabFact,Sample predictions / trajectories,anthropic,not-documented,"[{""source_id"":""E001"",""line_start"":1,""line_end"":10}]",No sample predictions or trajectories included in the packet; only dataset description and code snippets shown.,medium
B024,TabFact,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":229,""line_end"":230}]",No sample model prediction files or trajectory outputs are contained in the provided packet.,high
B025,TableBench,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":81,""line_end"":105},{""source_id"":""E002"",""line_start"":51,""line_end"":88},{""source_id"":""E002"",""line_start"":144,""line_end"":161}]","README describes prediction JSON with model_name and prediction; eval code shows required fields like qtype, qsubtype, instruction_type, answer, parsed_result with parsed_prediction/Parse@1/ecr_1, but full dataset schema and parsed_result format are not fully specified.",high
B025,TableBench,Input/expected-output schema,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":91,""line_end"":106}]","README shows required fields (prediction, model_name) and example JSON, but full schema (qtype, qsubtype, answer, instruction_type) only inferred from script code, not fully specified as schema doc.",medium
B025,TableBench,Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E001"",""line_start"":95,""line_end"":105},{""source_id"":""E002"",""line_start"":74,""line_end"":89}]","The README and evaluation scripts describe expected fields like prediction, model_name, qtype, qsubtype, and instruction_type. However, the complete input data schema (such as the table formatting or instruction structure) is not fully defined.",high
B025,TableBench,Metric definition,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":52,""line_end"":77},{""source_id"":""E002"",""line_start"":6,""line_end"":29}]","README and eval script docstring map task types to metrics (EM, EM_with_error_10, ROUGE-L, Pass@1) and give high-level descriptions, but do not precisely define EM, EM_with_error_10 computation or ROUGE-L variant and aggregation.",high
B025,TableBench,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":52,""line_end"":78},{""source_id"":""E002"",""line_start"":6,""line_end"":30}]","README and script docstring both define metrics per task type (EM, EM_with_error_10, ROUGE-L, Pass@1) consistently.",high
B025,TableBench,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":52,""line_end"":78},{""source_id"":""E002"",""line_start"":6,""line_end"":30}]","Evaluation metrics (EM, EM_with_error_10, ROUGE-L, Pass@1, ECR@1) are clearly defined and mapped to their respective tasks in both the README and script documentation.",high
B025,TableBench,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":4},{""source_id"":""E002"",""line_start"":93,""line_end"":151},{""source_id"":""E003"",""line_start"":1,""line_end"":11}]","Evaluation pipeline for merging, grouping, and aggregating results is implemented, but the core metric class metrics.qa_metrics.QAMetric and utilities (file I/O, parsing) are only imported, not shown, so the full evaluator cannot be reconstructed.",high
B025,TableBench,Evaluator implementation available,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":267},{""source_id"":""E003"",""line_start"":1,""line_end"":12}]","eval_tablebench_script.py and base_metric.py show orchestration and abstract metric class, but QAMetric.compute implementation itself is not shown in packet.",medium
B025,TableBench,Evaluator implementation available,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":1,""line_end"":4},{""source_id"":""E003"",""line_start"":1,""line_end"":11}]",The core metric evaluation code (QAMetric) is imported from metrics.qa_metrics but its implementation is missing in the packet. Only the abstract BaseMetric class is provided.,high
